Age,AnnualIncome,AverageTransactionValue,DiscountSensitivity,ShoppingFrequency,AgeGroup
-0.12113782599738461,0.5884098476762158,0.46055048047475583,1.0,1.0,1.0
1.279424018511685,0.9833700607008233,-0.2533763380737234,1.0,2.0,2.0
0.7407463860081968,-0.3076645181583831,0.6303189050429768,0.0,2.0,2.0
0.30980428000540605,-0.5867346322034397,1.614076332176708,1.0,0.0,1.0
-0.013402299496686941,-1.0566036618852108,-0.3613085815078242,1.0,0.0,1.0
-0.12113782599738461,-0.7985457689581783,-0.3613085815078242,1.0,1.0,1.0
1.1716884920109873,2.6873096868136828,1.677036807513267,0.0,0.0,2.0
0.30980428000540605,1.2580688379648253,0.7641099151331643,0.0,1.0,1.0
0.30980428000540605,-1.3207714914493995,-0.6255177190808834,0.0,0.0,1.0
-0.4443444054994776,-1.2923578023725442,0.5122680137869291,1.0,2.0,1.0
-0.013402299496686941,0.5002379978310796,-0.6187719538662522,1.0,2.0,1.0
-0.5520799320001752,0.5652119581676645,-0.6221448364735678,1.0,2.0,0.0
-0.659815458500873,0.566801535178957,0.17385545885292558,0.0,2.0,0.0
0.41753980650610373,-0.23181189015076445,-1.391162070941536,1.0,2.0,1.0
-0.22887335249808227,-0.10315550079926986,-1.391162070941536,1.0,1.0,1.0
-0.659815458500873,0.34724121049416706,-0.7300770799076686,1.0,1.0,0.0
-0.7675509850015706,0.10681768753616168,-1.2371337652074545,0.0,1.0,0.0
0.41753980650610373,-2.183365391483648,0.2548046414285012,1.0,2.0,1.0
0.41753980650610373,-0.20677605222290604,-1.119082873951407,0.0,1.0,1.0
0.956217439009592,-0.8243763953916831,-1.391162070941536,1.0,1.0,2.0
0.2020687535047084,0.19558562876053268,1.5499915626377108,1.0,2.0,1.0
0.8484819125088944,2.6873096868136828,-0.3523142278883158,0.0,1.0,2.0
0.7407463860081968,0.3865832415236588,-0.021771732371382097,1.0,2.0,2.0
0.7407463860081968,-0.28998047390775294,-1.391162070941536,0.0,2.0,2.0
1.1716884920109873,0.937322001654941,-0.7098397842637747,1.0,0.0,2.0
0.41753980650610373,0.5010327863367259,0.02657291833347555,1.0,2.0,1.0
1.279424018511685,0.438840585769903,-1.391162070941536,1.0,2.0,2.0
-0.5520799320001752,0.6244237018383137,0.3245108819796913,1.0,1.0,0.0
-0.33660887899877995,2.06463014835101,-0.773924553802772,1.0,1.0,1.0
1.1716884920109873,-1.1020059552702557,-0.42651764524926006,1.0,2.0,2.0
-0.12113782599738461,0.49204174136660206,-0.7750488480052106,1.0,2.0,1.0
0.09433322700401073,-0.8988381435144206,1.983969124778991,1.0,2.0,1.0
-0.12113782599738461,0.5734082146321419,-0.11283956276890464,1.0,1.0,1.0
1.0639529655102897,-0.891188304147575,-1.2877270043171893,1.0,2.0,2.0
-0.4443444054994776,-0.3931539567969631,0.8270703904697231,1.0,2.0,1.0
0.633010859507499,-0.2716506639962852,-1.391162070941536,1.0,0.0,2.0
1.0639529655102897,0.9909702257860661,0.13675375017245345,1.0,1.0,2.0
0.09433322700401073,0.933993824787547,-1.391162070941536,1.0,2.0,1.0
-0.659815458500873,-1.2161077801121025,-1.391162070941536,0.0,1.0,0.0
1.279424018511685,0.0760693072239705,0.12326221974319085,1.0,1.0,2.0
0.7407463860081968,-0.6834504584842737,0.7315053832624464,1.0,2.0,2.0
-0.12113782599738461,-1.2288243962024432,0.09403057047978855,1.0,2.0,1.0
0.41753980650610373,-0.19410911041416815,-0.2286418656200753,0.0,1.0,1.0
-0.013402299496686941,-0.2849633714658607,-0.43663629307120705,0.0,2.0,1.0
0.7407463860081968,2.4324185293388347,-1.391162070941536,1.0,1.0,2.0
-0.5520799320001752,0.45165655042344954,-0.9077155638929595,1.0,2.0,0.0
0.633010859507499,-1.3471485349805359,-0.616523365461375,1.0,2.0,2.0
0.956217439009592,-0.5395937389622936,1.0901552338403437,0.0,2.0,2.0
-0.4443444054994776,1.0362234963263022,0.2885334675016577,1.0,2.0,1.0
1.0639529655102897,2.096322340013656,-1.391162070941536,0.0,2.0,2.0
-0.013402299496686941,-1.554141266419794,0.2660475834528867,1.0,2.0,1.0
-0.4443444054994776,-1.8461763679632057,-0.5310770060760452,0.0,1.0,1.0
-0.659815458500873,1.8802888893226715,-0.8593709131881018,0.0,0.0,0.0
-0.22887335249808227,0.4085889482737407,0.5898443137551891,1.0,1.0,1.0
0.2020687535047084,-0.8411166282918582,1.0609235845769416,1.0,1.0,1.0
-0.4443444054994776,0.5526443649221323,0.9484941643330865,1.0,2.0,1.0
1.0639529655102897,-2.5970528086725464,-1.0415065739831468,1.0,0.0,2.0
0.41753980650610373,0.02485512289138713,-0.44563064669071545,1.0,2.0,1.0
-0.659815458500873,0.34719153621256416,0.2739176428699565,0.0,0.0,0.0
0.2020687535047084,0.9397560414534827,0.9990874034428212,1.0,0.0,1.0
-0.4443444054994776,-0.9857681363194846,-0.636760661105269,1.0,1.0,1.0
0.633010859507499,0.1066189904097501,-0.3073424597907738,1.0,0.0,2.0
0.8484819125088944,-0.8978943321639656,-1.3416931260342397,1.0,1.0,2.0
0.7407463860081968,0.2752135021699712,-1.391162070941536,1.0,2.0,2.0
-0.013402299496686941,-0.8679904146390237,0.8158274484453376,1.0,2.0,1.0
0.633010859507499,-0.38396421470042774,1.4263192003694702,1.0,1.0,2.0
-0.013402299496686941,-0.9678357206608399,-0.1791729207127791,1.0,2.0,1.0
0.8484819125088944,0.6683854410568746,1.0305676411111007,0.0,1.0,2.0
0.5252753330068014,0.8743846868640747,0.3087707631455516,1.0,0.0,2.0
1.0639529655102897,-0.21159445753838674,-0.8233934987100682,1.0,2.0,2.0
0.7407463860081968,0.05947809716860402,0.30764646894311304,0.0,1.0,2.0
0.5252753330068014,-1.417636340575042,1.6309407452132862,1.0,0.0,2.0
0.09433322700401073,-0.27622069790375137,-0.1386983294249913,1.0,0.0,1.0
0.7407463860081968,-0.028395706986914883,1.6612966886791272,1.0,0.0,2.0
0.5252753330068014,2.625204416239665,-1.391162070941536,1.0,1.0,2.0
-0.7675509850015706,-1.083229076824362,0.8259460962672845,0.0,0.0,0.0
-0.12113782599738461,1.4761389342015285,-0.0004101425250496497,1.0,1.0,1.0
0.09433322700401073,1.0118830983408844,-0.4343877046663299,1.0,2.0,1.0
-0.7675509850015706,0.3002990143794325,0.0052113284871431,1.0,2.0,0.0
0.41753980650610373,1.7686707785609694,-1.391162070941536,1.0,1.0,1.0
-0.013402299496686941,0.39120294971272795,-0.34556846267368446,1.0,2.0,1.0
0.30980428000540605,0.40814187973931465,0.30314929213335884,1.0,1.0,1.0
1.1716884920109873,-0.03127681531988272,1.5634830930669734,1.0,1.0,2.0
0.956217439009592,1.2371062911284043,-0.6806081350003723,1.0,2.0,2.0
-0.013402299496686941,1.1108342672938485,-1.0066534537075518,0.0,1.0,1.0
-0.5520799320001752,-0.6000970139546181,-0.6626194277613555,1.0,1.0,0.0
-0.5520799320001752,-1.2891289740683562,0.9305054570940697,0.0,2.0,0.0
-0.7675509850015706,-0.18015063728375505,0.27166905446507944,0.0,2.0,0.0
-0.33660887899877995,-0.7733112339039083,-0.694099665429635,0.0,2.0,1.0
0.2020687535047084,-0.0416090658932846,0.47853918771377263,0.0,2.0,1.0
-0.12113782599738461,1.2508660671324057,0.01083279949933585,1.0,0.0,1.0
0.09433322700401073,-0.4328437077976751,0.9912173440257513,1.0,2.0,1.0
-0.12113782599738461,-0.021043913309686618,-0.8874782682490655,1.0,1.0,1.0
0.09433322700401073,0.07914911268334991,-0.46699223653704786,0.0,2.0,1.0
-0.013402299496686941,0.864400156261893,-0.5389470654931151,1.0,2.0,1.0
0.41753980650610373,-2.2107359206468424,-1.391162070941536,1.0,1.0,1.0
-0.659815458500873,-0.5812704612271214,0.23456734578460728,1.0,1.0,0.0
-0.7675509850015706,0.231400785796219,0.19521704869925804,1.0,2.0,0.0
0.8484819125088944,1.2137593787750443,-0.09260226712501074,1.0,2.0,2.0
-0.33660887899877995,-0.4672183106668775,-0.3624328757102627,0.0,2.0,1.0
-0.5520799320001752,-1.8428481910958119,-1.391162070941536,1.0,2.0,0.0
0.41753980650610373,0.6371899922102574,-0.571551597363833,1.0,1.0,1.0
-0.013402299496686941,-0.6097338245855795,-0.4838566495736261,1.0,2.0,1.0
-0.5520799320001752,-1.1604229104352586,-0.9999076884929206,0.0,2.0,0.0
-0.7675509850015706,-0.59875580835134,-0.27923510472981006,1.0,2.0,0.0
-0.5520799320001752,-0.16182082737228728,0.3559911196479707,1.0,0.0,0.0
-0.33660887899877995,-0.5792834899630056,2.022195127661902,1.0,0.0,1.0
0.7407463860081968,-2.169704964042852,0.09852774728954275,1.0,2.0,2.0
0.633010859507499,0.9127332322615086,0.19184416609194238,1.0,1.0,2.0
-0.5520799320001752,1.288072104052973,-0.1814215091176562,0.0,2.0,0.0
-0.7675509850015706,0.6687828353096977,-1.391162070941536,0.0,2.0,0.0
-0.33660887899877995,-1.1087616575682493,-0.12857968160304434,1.0,1.0,1.0
0.633010859507499,-0.17866040883566822,-0.030766085990890497,1.0,0.0,2.0
-0.12113782599738461,0.015019615134014185,2.6709128824689445,1.0,0.0,1.0
0.09433322700401073,0.6163764682186449,-0.31408822500540506,1.0,1.0,1.0
0.7407463860081968,0.68547339392827,0.24131311099923858,1.0,2.0,2.0
0.7407463860081968,-0.7078902050328973,-0.13757403522255274,1.0,1.0,2.0
0.2020687535047084,0.10294309357113597,-1.391162070941536,1.0,2.0,1.0
